Image,PSNR,Entropy,Enc_Time,Dec_Time,Security
no_tumor_brain (12).jpg,100,7.85426475876891,0.0,0.0,Attack
no_tumor_brain (13).jpg,100,7.89545343091112,0.0,0.0,Attack
no_tumor_brain (14).jpg,100,7.929969101331962,0.0,0.0020084381103515625,Attack
no_tumor_brain (15).jpg,100,7.816783889224633,0.0,0.0,Attack
no_tumor_brain (16).jpg,100,7.75797371348249,0.0,0.0,Attack
no_tumor_brain (17).jpg,100,7.973895429928746,0.0,0.0,Attack
no_tumor_brain (18).jpg,100,7.919348111448054,0.0005104541778564453,0.0,Attack
no_tumor_brain (19).jpg,100,7.952749530542995,0.0,0.0,Attack
no_tumor_brain (2).jpg,100,7.890813372553588,0.0,0.0,Attack
no_tumor_brain (20).jpg,100,7.958228364435973,0.0,0.000522613525390625,Attack
no_tumor_brain (21).jpg,100,7.833322790257161,0.0,0.0,Attack
no_tumor_brain (22).jpg,100,7.924364508181119,0.0,0.0,Attack
no_tumor_brain (23).jpg,100,7.826507634758071,0.0,0.0,Attack
no_tumor_brain (24).jpg,100,7.890078132503318,0.0,0.0,Attack
no_tumor_brain (25).jpg,100,7.895778567430229,0.0,0.0,Attack
no_tumor_brain (26).jpg,100,7.841383708178203,0.0,0.002009153366088867,Attack
no_tumor_brain (27).jpg,100,7.957616144129362,0.0,0.0,Attack
no_tumor_brain (28).jpg,100,7.883899131312212,0.0,0.0,Attack
no_tumor_brain (29).jpg,100,7.835804391693413,0.0,0.0,Attack
no_tumor_brain (3).jpg,100,7.928939868726477,0.0,0.0,Attack
no_tumor_brain (30).jpg,100,7.635559449572621,0.0,0.0,Attack
no_tumor_brain (31).jpg,100,7.461847275512488,0.0,0.0,Attack
no_tumor_brain (32).jpg,100,7.881169794020033,0.0,0.0,Attack
no_tumor_brain (33).jpg,100,7.886392971786063,0.0,0.0006895065307617188,Attack
no_tumor_brain (34).jpg,100,7.799658179328516,0.0,0.0,Attack
no_tumor_brain (35).jpg,100,7.91148441084054,0.0,0.0,Attack
no_tumor_brain (36).jpg,100,7.929250017815358,0.0,0.0,Attack
no_tumor_brain (37).jpg,100,7.7003317389250805,0.0,0.0,Attack
no_tumor_brain (38).jpg,100,7.853242315760393,0.0,0.0,Attack
no_tumor_brain (39).jpg,100,7.814544856483629,0.0,0.0005512237548828125,Attack
no_tumor_brain (4).jpg,100,7.358361898433245,0.0,0.0,Attack
no_tumor_brain (40).jpg,100,7.946618956983529,0.0,0.0,Attack
no_tumor_brain (41).jpg,100,7.855668309881271,0.0005729198455810547,0.0,Attack
no_tumor_brain (42).jpg,100,7.84519146320441,0.0,0.0,Attack
no_tumor_brain (43).jpg,100,7.8722117653534065,0.0,0.0,Attack
no_tumor_brain (44).jpg,100,7.9288086858767945,0.0,0.0,Attack
no_tumor_brain (45).jpg,100,7.730744113794161,0.0017495155334472656,0.0,Attack
no_tumor_brain (46).jpg,100,7.860367173606174,0.0,0.0,Attack
no_tumor_brain (47).jpg,100,7.729484303959948,0.0010006427764892578,0.0005407333374023438,Attack
no_tumor_brain (48).jpg,100,7.807083424722427,0.0,0.0,Attack
no_tumor_brain (49).jpg,100,7.783016380124651,0.0,0.0,Attack
no_tumor_brain (5).jpg,100,7.859162327938531,0.0,0.0,Attack
no_tumor_brain (50).jpg,100,7.840171059576987,0.0,0.0,Attack
no_tumor_brain (51).jpg,100,7.937898028953516,0.0,0.0,Attack
no_tumor_brain (52).jpg,100,7.843129148238644,0.0,0.0,Attack
no_tumor_brain (53).jpg,100,7.791480288204774,0.0,0.0,Attack
no_tumor_brain (54).jpg,100,7.87812940854217,0.0,0.0,Attack
no_tumor_brain (55).jpg,100,7.805113935756426,0.0,0.0,Attack
no_tumor_brain (56).jpg,100,7.770342308445305,0.0,0.0020084381103515625,Attack
no_tumor_brain (57).jpg,100,7.940815914623199,0.0,0.0,Attack
no_tumor_brain (58).jpg,100,7.838968298885598,0.0,0.0,Attack
no_tumor_brain (59).jpg,100,7.91616454238279,0.0,0.0,Attack
no_tumor_brain (6).jpg,100,7.807977203380344,0.0,0.0,Attack
no_tumor_brain (60).jpg,100,7.62738115758267,0.0,0.0,Attack
no_tumor_brain (61).jpg,100,7.944910639294157,0.0,0.0,Attack
